PLOTID,country,m,r
a18-57031064047865_49-39868669297609,SVK,buffer nature stable,buffer crop/built stable
a19-12153079360939_49-27944480543272,SVK,buffer nature stable,buffer nature stable
a18-77220294694038_49-21274051846644,SVK,buffer nature stable,buffer nature stable
a19-31966789262617_49-4594691805835,SVK,buffer nature stable,buffer crop/built stable
a22-07380766355854_48-57724876211169,SVK,buffer nature stable,buffer crop/built stable
a17-67877295786953_48-03019468007115,SVK,buffer nature stable,buffer nature stable
a17-53351306479613_47-86369725392709,SVK,buffer nature stable,buffer crop/built stable
a17-68923470734927_47-91775625537561,SVK,buffer nature stable,buffer nature stable
a20-30320622742899_49-14036765139156,SVK,buffer nature stable,nature loss
a19-72272489326324_48-82394979632109,SVK,buffer nature stable,buffer nature stable
a19-32839314717495_48-93673449121126,SVK,buffer nature stable,buffer nature stable
a19-41273380052926_49-09940359716205,SVK,buffer nature stable,buffer crop/built stable
a19-5127432747129_49-43384793465876,SVK,buffer nature stable,buffer nature stable
a20-3269232568323_49-20980074960345,SVK,buffer nature stable,buffer crop/built stable
a19-93917128158027_48-15269364949501,SVK,buffer nature stable,buffer crop/built stable
a19-44957064319419_48-58338039249794,SVK,buffer nature stable,buffer nature stable
a19-61651312329332_48-78556016162777,SVK,buffer nature stable,buffer crop/built stable
a20-68238605398343_48-59596706745751,SVK,buffer crop/built stable,buffer crop/built stable
a21-1652411616917_48-5710459797432,SVK,buffer crop/built stable,buffer crop/built stable
a18-31962442470567_47-83438247161917,SVK,buffer crop/built stable,buffer crop/built stable
a18-20763833456366_48-33640491246896,SVK,buffer crop/built stable,buffer crop/built stable
a18-22971655875699_48-23004697211869,SVK,buffer crop/built stable,buffer crop/built stable
a19-07157988201437_48-56642512180968,SVK,buffer crop/built stable,buffer crop/built stable
a18-21661645532079_48-17966444286208,SVK,buffer crop/built stable,buffer crop/built stable
a18-05824018121736_48-84524161371102,SVK,buffer crop/built stable,cropland loss
a18-30277143118383_48-59414087911054,SVK,buffer crop/built stable,buffer crop/built stable
a17-95253149660306_48-34054834115824,SVK,buffer crop/built stable,buffer nature stable
a17-71591535207215_48-47944130110803,SVK,buffer crop/built stable,buffer crop/built stable
a17-78434674081845_48-68619375864611,SVK,buffer crop/built stable,cropland loss
a17-46593833791774_48-32206740473222,SVK,buffer crop/built stable,buffer crop/built stable
a17-72790589438394_48-31042990440714,SVK,buffer crop/built stable,buffer crop/built stable
a17-19149829298985_48-15081548666478,SVK,buffer crop/built stable,buffer crop/built stable
a17-62496257400804_48-37009713921776,SVK,buffer crop/built stable,buffer crop/built stable
a16-93186039035473_48-41551681145818,SVK,buffer crop/built stable,cropland loss
a21-24836897291677_48-97869771066157,SVK,buffer crop/built stable,buffer crop/built stable
a21-48750162269909_49-11836673608155,SVK,buffer crop/built stable,buffer crop/built stable
a21-8868662742491_48-71621162552605,SVK,buffer crop/built stable,buffer crop/built stable
a21-23261909456593_49-01861153034341,SVK,buffer crop/built stable,buffer nature stable
a21-83405607182228_48-88714362393561,SVK,buffer crop/built stable,buffer crop/built stable
a20-80739648664531_48-94523744156885,SVK,buffer crop/built stable,buffer nature stable
a20-8673179578411_48-89573814178087,SVK,buffer crop/built stable,buffer crop/built stable
a21-68961142730421_48-8545801181541,SVK,buffer crop/built stable,buffer crop/built stable
a21-42123377382866_49-04779687529211,SVK,buffer crop/built stable,buffer nature stable
a21-7014938385711_48-75190084567262,SVK,buffer crop/built stable,buffer crop/built stable
a18-78148813184481_49-49443099685839,SVK,buffer crop/built stable,buffer crop/built stable
a18-82496028301413_49-20686973647103,SVK,buffer crop/built stable,buffer crop/built stable
a19-38609217585716_49-46389168674854,SVK,buffer crop/built stable,buffer crop/built stable
a17-63253602092586_47-9720597521916,SVK,buffer crop/built stable,nature loss
a17-40365871986917_47-96309002592284,SVK,buffer crop/built stable,buffer nature stable
a17-57481885790607_47-97515978007829,SVK,buffer crop/built stable,buffer crop/built stable
a20-43425476527779_49-22294146375295,SVK,buffer crop/built stable,buffer crop/built stable
a19-33502096356547_49-04844497400947,SVK,buffer crop/built stable,buffer nature stable
a19-48676999858235_49-43695338840816,SVK,buffer crop/built stable,buffer crop/built stable
a19-26958533348537_48-59499455896996,SVK,buffer crop/built stable,buffer crop/built stable
a20-54705853248669_48-69859496424146,SVK,buffer crop/built stable,buffer crop/built stable
a19-48139254442645_48-56018752952706,SVK,buffer crop/built stable,buffer crop/built stable
a20-14478506832593_48-41854305589213,SVK,buffer crop/built stable,buffer nature stable
a21-64868452639112_48-57108979897193,SVK,crop/built stable,crop/built stable
a18-54175781733581_47-8660992016317,SVK,crop/built stable,nature stable
a18-2144102591676_47-90067093860767,SVK,crop/built stable,crop/built stable
a18-16439347211884_47-79870024536961,SVK,crop/built stable,crop/built stable
a17-89504580107143_47-87472228730838,SVK,crop/built stable,crop/built stable
a18-18201598050008_48-05311913468083,SVK,crop/built stable,crop/built stable
a17-9924178266837_48-40175479516791,SVK,crop/built stable,crop/built stable
a18-70187979426186_47-9906510632639,SVK,crop/built stable,nature stable
a18-87788709246006_48-78592481443943,SVK,crop/built stable,nature stable
a18-10895867101347_48-53546076463853,SVK,crop/built stable,crop/built stable
a18-13674524457677_48-4659755960145,SVK,crop/built stable,crop/built stable
a17-84769586279325_48-2290249454644,SVK,crop/built stable,crop/built stable
a18-40100129353567_48-36542619785334,SVK,crop/built stable,crop/built stable
a18-90144854783992_48-13978941453703,SVK,crop/built stable,crop/built stable
a17-93819847274769_48-38035877771028,SVK,crop/built stable,crop/built stable
a18-00748739357951_48-20250616280947,SVK,crop/built stable,crop/built stable
a18-75135690553194_48-20496982344395,SVK,crop/built stable,crop/built stable
a18-776261351023_48-11294609543794,SVK,crop/built stable,crop/built stable
a17-48543260469885_48-25723253505344,SVK,crop/built stable,crop/built stable
a17-1899376703243_48-10566615927376,SVK,crop/built stable,crop/built stable
a17-30047657954166_48-70607802796165,SVK,crop/built stable,crop/built stable
a17-45447455066632_48-49593262488249,SVK,crop/built stable,crop/built stable
a17-31422831277082_48-23811102069638,SVK,crop/built stable,crop/built stable
a17-60484347063943_48-51035864715102,SVK,crop/built stable,crop/built stable
a17-84402385738959_48-72401129162317,SVK,crop/built stable,crop/built stable
a21-9765130498609_48-74626357796377,SVK,crop/built stable,crop/built stable
a21-07739559881198_48-95520861028305,SVK,crop/built stable,crop/built stable
a20-78536706976081_48-94057364820296,SVK,crop/built stable,crop/built stable
a21-68830611703014_48-83981365462759,SVK,crop/built stable,crop/built stable
a18-66672357188588_49-43632149610635,SVK,crop/built stable,crop/built stable
a22-1958924659658_48-7741132516582,SVK,crop/built stable,nature stable
a22-17009216673347_48-7151040372314,SVK,crop/built stable,crop/built stable
a17-18686636942917_48-03080797898708,SVK,crop/built stable,crop/built stable
a17-68672665250557_48-03017994293879,SVK,crop/built stable,crop/built stable
a20-37154105810183_49-14563737889608,SVK,crop/built stable,crop/built stable
a20-30569704214554_49-05309797970181,SVK,crop/built stable,crop/built stable
a20-43125873348797_49-39070800928805,SVK,crop/built stable,crop/built stable
a19-60048274894391_49-35971567901665,SVK,crop/built stable,crop/built stable
a20-48083429462123_49-18456914624878,SVK,crop/built stable,nature stable
a19-47636594633296_48-2246943016015,SVK,crop/built stable,nature stable
a21-26099745667319_48-61607305187957,SVK,cropland loss,crop/built stable
a21-24904977099727_48-53628418329625,SVK,cropland loss,cropland loss
a17-80604089559254_47-97213130551834,SVK,cropland loss,cropland loss
a18-74725051150961_47-91799072726538,SVK,cropland loss,nature loss
a18-40423837511508_47-98846686365176,SVK,cropland loss,nature stable
a17-97113051036415_47-76188669235372,SVK,cropland loss,crop/built stable
a17-77053977140145_47-86510517306996,SVK,cropland loss,cropland loss
a18-59694107952522_48-19209311322555,SVK,cropland loss,cropland loss
a18-34754668508033_48-39941995709163,SVK,cropland loss,crop/built stable
a17-95162226707287_48-86014721425988,SVK,cropland loss,nature loss
a18-16592499638824_48-31870741399579,SVK,cropland loss,crop/built stable
a18-59771283657662_48-19185181064327,SVK,cropland loss,cropland loss
a17-83786044260939_48-131838371387,SVK,cropland loss,crop/built stable
a17-99262666374421_48-88721480964941,SVK,cropland loss,cropland loss
a17-35856011844633_48-66295242965139,SVK,cropland loss,cropland loss
a17-27880783789484_48-21679207074798,SVK,cropland loss,cropland loss
a17-81665807991019_48-75341361193827,SVK,cropland loss,crop/built stable
a17-27743112227433_48-22880631243135,SVK,cropland loss,cropland loss
a17-19252993117669_48-16185755363933,SVK,cropland loss,nature loss
a17-32022676980575_48-09299817307748,SVK,cropland loss,cropland loss
a21-65575141103684_48-87786793774254,SVK,cropland loss,crop/built stable
a21-41331265258784_49-12300176170816,SVK,cropland loss,cropland loss
a20-94197598221138_48-97480517213192,SVK,cropland loss,cropland loss
a21-37518549743401_49-0418006189584,SVK,cropland loss,cropland loss
a21-41418664190173_48-73668360437722,SVK,cropland loss,crop/built stable
a21-2804933426444_49-00695117948345,SVK,cropland loss,nature loss
a21-42494870049343_48-68561021487365,SVK,cropland loss,cropland loss
a18-61143436980241_49-22351755283742,SVK,cropland loss,cropland loss
a18-28882564644059_49-14310043226129,SVK,cropland loss,nature stable
a18-14280496030239_48-92305983581501,SVK,cropland loss,cropland loss
a18-70642462295555_49-09757467119459,SVK,cropland loss,nature loss
a18-15252496244647_48-95190851816333,SVK,cropland loss,cropland loss
a17-59868431604855_47-98164108264129,SVK,cropland loss,nature stable
a17-49808239995093_47-97076685662877,SVK,cropland loss,cropland loss
a19-49689447078488_49-42188029111685,SVK,cropland loss,cropland loss
a20-57581319448521_49-0147839355728,SVK,cropland loss,cropland loss
a19-45385366852755_49-49568828131323,SVK,cropland loss,crop/built stable
a19-55688659191911_49-16085981923533,SVK,cropland loss,cropland loss
a20-07106091777457_48-71355667983742,SVK,cropland loss,cropland loss
a20-97432197353474_48-55352785483711,SVK,nature loss,nature stable
a18-27600058030414_47-98457079585259,SVK,nature loss,cropland loss
a17-81046022198732_48-02360903747409,SVK,nature loss,cropland loss
a18-22680960070902_48-14589592843933,SVK,nature loss,crop/built stable
a17-28239336190102_48-11701154295135,SVK,nature loss,nature stable
a17-15780185122866_48-14271748687036,SVK,nature loss,nature loss
a17-50908362099557_48-09154345638989,SVK,nature loss,cropland loss
a17-21815870461582_48-14834620277097,SVK,nature loss,nature loss
a17-50121561319479_48-76251880388721,SVK,nature loss,nature loss
a17-02048639349671_48-38445641717237,SVK,nature loss,nature loss
a17-40413192642943_48-09740288697282,SVK,nature loss,nature loss
a17-29648513171956_48-31832462732824,SVK,nature loss,cropland loss
a17-31131898996898_48-20126856735628,SVK,nature loss,crop/built stable
a17-63630765531202_48-35277684648185,SVK,nature loss,nature loss
a17-50668828362552_48-41054968555398,SVK,nature loss,nature loss
a21-29369343702761_48-71772064238309,SVK,nature loss,cropland loss
a21-90017538328553_48-91097172925991,SVK,nature loss,crop/built stable
a21-34281756177465_49-05464430925689,SVK,nature loss,cropland loss
a21-19830965479571_48-69119035552271,SVK,nature loss,nature loss
a21-25713236848154_49-01377009465956,SVK,nature loss,nature loss
a21-55235434840861_49-28381804451758,SVK,nature loss,crop/built stable
a21-23263936725037_48-67817145084823,SVK,nature loss,nature loss
a21-35736325942325_48-83027381893052,SVK,nature loss,nature loss
a18-92506980700103_48-94375463288976,SVK,nature loss,cropland loss
a18-83279660532683_49-01001583118683,SVK,nature loss,nature loss
a19-36023990913989_49-33097647728419,SVK,nature loss,cropland loss
a18-77995345278891_49-16662858652299,SVK,nature loss,cropland loss
a19-30577896415849_49-10448566458076,SVK,nature loss,nature loss
a18-72533691028657_49-1842950075387,SVK,nature loss,nature loss
a20-42155332583497_49-12864066720119,SVK,nature loss,crop/built stable
a20-68408269221286_49-29228806298609,SVK,nature loss,nature stable
a20-37917558138171_49-04862841138196,SVK,nature loss,nature loss
a19-50068268845749_49-0597971065496,SVK,nature loss,cropland loss
a19-56545618169339_49-33645011738673,SVK,nature loss,nature stable
a19-74778506463883_49-30205955643198,SVK,nature loss,nature loss
a19-51661092747913_49-44501991517578,SVK,nature loss,crop/built stable
a19-78868718179802_48-26164072676028,SVK,nature loss,nature stable
a19-43135709999222_48-57461200890156,SVK,nature loss,nature stable
a20-53111639318317_48-64568973638328,SVK,nature loss,nature loss
a19-82345965922184_48-43070964219529,SVK,nature loss,crop/built stable
a20-66282650792266_48-5739055444578,SVK,nature stable,nature stable
a20-85017329977031_48-63478161250652,SVK,nature stable,crop/built stable
a18-23355607313256_47-78853496814144,SVK,nature stable,nature stable
a19-04914270572151_48-82802387177519,SVK,nature stable,nature stable
a18-46936485995573_48-86422976916688,SVK,nature stable,nature stable
a19-08690507809255_48-23757082621923,SVK,nature stable,nature stable
a18-3659914108739_48-75323719743628,SVK,nature stable,nature stable
a18-97679453915084_48-60592764454209,SVK,nature stable,nature stable
a18-94076117515455_48-73988355885766,SVK,nature stable,nature stable
a18-86125356081256_48-54284944363579,SVK,nature stable,nature stable
a19-17360752366546_48-53655003091459,SVK,nature stable,nature stable
a18-61420406119001_48-83184352287898,SVK,nature stable,nature stable
a18-93240034671397_48-77177740980359,SVK,nature stable,nature stable
a18-9038115565524_48-78819147106486,SVK,nature stable,nature stable
a18-74121880617539_48-82671625541546,SVK,nature stable,nature stable
a19-00830666039254_48-51801800553032,SVK,nature stable,nature stable
a17-29227222435492_48-61016045737694,SVK,nature stable,nature stable
a17-20522874533598_48-09174820027111,SVK,nature stable,crop/built stable
a17-59217025642661_48-47264967890365,SVK,nature stable,nature stable
a17-02914912609475_48-53235215762209,SVK,nature stable,nature stable
a17-25902685924417_48-30200959331989,SVK,nature stable,crop/built stable
a17-78830711847424_48-24689056928406,SVK,nature stable,nature stable
a17-32093104099069_48-61314801616692,SVK,nature stable,nature stable
a17-72393100204928_48-49080953507598,SVK,nature stable,nature stable
a16-96031239237479_48-26546610864627,SVK,nature stable,nature stable
a17-17872181374962_48-1007994581972,SVK,nature stable,nature stable
a21-92689598677059_49-08984033275788,SVK,nature stable,nature stable
a21-30412538548651_49-1365943149039,SVK,nature stable,nature stable
a21-54036490675585_49-16849796012874,SVK,nature stable,nature stable
a21-55301802613052_48-86727343005997,SVK,nature stable,nature stable
a20-80456055767069_49-12027795207106,SVK,nature stable,nature stable
a20-84303014429251_48-80010570389938,SVK,nature stable,nature stable
a21-94852781946808_49-1587059723372,SVK,nature stable,nature stable
a21-2437071236102_49-16241561069616,SVK,nature stable,nature stable
a21-53449387930359_48-77725774999503,SVK,nature stable,nature stable
a21-15816112423352_48-74609784866315,SVK,nature stable,nature stable
a20-91025123878046_48-94352845662949,SVK,nature stable,nature stable
a21-01253440059089_49-3167486925311,SVK,nature stable,nature stable
a21-25081399303234_48-92550857243322,SVK,nature stable,crop/built stable
a18-91465564178849_49-31529439581154,SVK,nature stable,nature stable
a19-31725525348908_49-3695955918861,SVK,nature stable,nature stable
a19-32201730993194_49-34810643137796,SVK,nature stable,nature stable
a18-87858620436014_49-05822106673978,SVK,nature stable,nature stable
a18-42573310024087_49-14370895020987,SVK,nature stable,nature stable
a18-44928476628228_49-05701872366336,SVK,nature stable,nature stable
a19-22401858914319_48-99106268957108,SVK,nature stable,nature stable
a18-82360095065206_49-1098119017193,SVK,nature stable,nature stable
a18-73878453620334_49-43598064534807,SVK,nature stable,nature stable
a18-7917042586365_49-10364410473358,SVK,nature stable,nature stable
a18-7734380476107_49-25805582226119,SVK,nature stable,nature stable
a18-46425624757312_49-25853243979423,SVK,nature stable,nature stable
a18-49322469110867_49-26592346768967,SVK,nature stable,nature stable
a19-28113105951348_49-47044749020495,SVK,nature stable,nature stable
a19-23755168273624_48-98459965737877,SVK,nature stable,nature stable
a19-00042218719484_49-00800047478346,SVK,nature stable,nature stable
a18-50855369323799_49-29107455883027,SVK,nature stable,nature stable
a18-60308030119217_49-40811642024276,SVK,nature stable,nature stable
a22-05257756547859_48-59739770557701,SVK,nature stable,crop/built stable
a22-17827835606962_49-07667377886514,SVK,nature stable,nature stable
a19-74624928199735_48-92271688636892,SVK,nature stable,nature stable
a19-44433971107039_49-10705396879003,SVK,nature stable,nature stable
a19-56085703891912_49-07511785880133,SVK,nature stable,nature stable
a20-62009102969353_49-36977495520989,SVK,nature stable,crop/built stable
a19-81552749872129_49-02389134304744,SVK,nature stable,nature stable
a20-01350110645453_49-16312881581998,SVK,nature stable,nature stable
a20-49536623738597_48-86395786115989,SVK,nature stable,nature stable
a20-50342054908515_49-36881526236053,SVK,nature stable,nature stable
a20-33719782285636_49-36842383903887,SVK,nature stable,nature stable
a19-31991937401642_48-97266356425833,SVK,nature stable,nature stable
a20-04621813085833_49-03267132930068,SVK,nature stable,nature stable
a19-88910772080808_48-99635749404336,SVK,nature stable,nature stable
a19-52861876366544_48-37334468458887,SVK,nature stable,nature stable
a19-38076258832347_48-35696472771355,SVK,nature stable,nature stable
a19-5270079981593_48-34486155482111,SVK,nature stable,nature stable
a20-00727386772627_48-22001463258087,SVK,nature stable,nature stable
a20-03238450940721_48-61627970287585,SVK,nature stable,nature stable
a19-33902050997686_48-1885466795632,SVK,nature stable,nature stable
a20-22781452122949_48-65339833894092,SVK,nature stable,crop/built stable
a20-12187926030616_48-26109409718043,SVK,nature stable,nature stable
a20-08972548928606_48-409548770818,SVK,nature stable,nature stable
a20-3991392239815_48-67205870536571,SVK,nature stable,nature stable
a19-85353578518996_48-60771683290528,SVK,nature stable,nature stable
a19-96892240958613_48-54661658943248,SVK,nature stable,nature stable
a32-59026203127646_38-00609083124482,TUR,buffer nature stable,buffer crop/built stable
a27-31529761405943_40-41609348676222,TUR,buffer nature stable,buffer crop/built stable
a27-12742131892453_41-73980351634908,TUR,buffer nature stable,cropland loss
a33-73493758412094_36-24125621547273,TUR,buffer nature stable,buffer nature stable
a28-5794245309344_41-20512289775669,TUR,buffer nature stable,cropland loss
a35-60079112419209_38-79502445006546,TUR,buffer nature stable,buffer nature stable
a29-32547749618279_41-00211082302512,TUR,buffer nature stable,nature loss
a36-69157099716304_37-42178079285543,TUR,buffer nature stable,nature loss
a38-04683520019916_37-62890589526727,TUR,buffer nature stable,buffer nature stable
a39-43321001563739_37-04214221155192,TUR,buffer nature stable,buffer nature stable
a38-59552733108083_37-01816344018013,TUR,buffer nature stable,buffer nature stable
a32-81891099481067_40-02290938791954,TUR,buffer nature stable,buffer nature stable
a31-4452136578139_38-4060074167228,TUR,buffer nature stable,buffer nature stable
a36-80417665777741_39-3554340097203,TUR,buffer nature stable,buffer crop/built stable
a29-60767480133907_39-55270879018418,TUR,buffer nature stable,buffer nature stable
a28-71317624548618_39-57737707863274,TUR,buffer nature stable,buffer crop/built stable
a27-83793329642225_37-45182309360699,TUR,nature loss,crop/built stable
a27-9364000673535_41-24133449388484,TUR,nature loss,nature loss
a28-69946588228635_41-26257762924116,TUR,nature loss,nature stable
a38-75837285149567_37-75418131612384,TUR,nature loss,nature loss
a27-48078576044692_39-05177878328556,TUR,nature loss,cropland loss
a35-55930221885259_38-71696006378574,TUR,nature loss,nature loss
a26-93105054817062_38-79276464565204,TUR,nature loss,crop/built stable
a29-72417806251991_41-14485763799841,TUR,nature loss,crop/built stable
a34-9502830485107_38-13496204825378,TUR,nature loss,nature stable
a34-81583260475886_38-57881115221596,TUR,nature loss,nature stable
a40-13460590203071_37-97548909627281,TUR,nature loss,nature loss
a42-27285223184208_38-52624822716528,TUR,nature loss,nature stable
a38-48594088277275_37-40153034118449,TUR,nature loss,crop/built stable
a37-33470531587721_37-1867993972727,TUR,nature loss,cropland loss
a38-69036332739235_37-15698867212367,TUR,nature loss,nature loss
a38-95346356606932_36-95009506913119,TUR,nature loss,nature stable
a39-39847906877027_37-06075529515886,TUR,nature loss,nature stable
a38-58181521196685_37-15481499609616,TUR,nature loss,crop/built stable
a28-6138828280861_37-42784650858059,TUR,nature loss,nature stable
a39-6526603750118_36-90342564177552,TUR,nature loss,nature loss
a37-31788132683701_37-08234622507784,TUR,nature loss,nature loss
a32-69085783675902_40-17923143394696,TUR,nature loss,nature loss
a29-405932450512_38-36557896999939,TUR,nature loss,nature loss
a40-59091382125522_38-86954946928739,TUR,nature loss,cropland loss
a41-17831811895697_37-87459389307539,TUR,nature loss,cropland loss
a36-56052532156429_40-66111477595896,TUR,nature loss,cropland loss
a39-84501431108844_38-3336421169536,TUR,nature stable,nature stable
a35-16448066543744_39-79245719270883,TUR,nature stable,crop/built stable
a29-03735671075827_38-0421096117063,TUR,nature stable,crop/built stable
a35-43409015137376_38-80212904961001,TUR,nature stable,nature stable
a44-5244206313731_39-81496480451171,TUR,nature stable,nature stable
a39-73744858691473_36-83916934357078,TUR,nature stable,nature stable
a37-62581681496547_36-92236572059644,TUR,nature stable,crop/built stable
a34-49141296841915_39-72718940040014,TUR,nature stable,crop/built stable
a29-59169814325526_36-56796540590849,TUR,nature stable,nature stable
a39-46170129080508_39-75148383167901,TUR,nature stable,crop/built stable
a36-20579970586035_39-8877558799964,TUR,nature stable,nature stable
a27-27471275964895_37-08347088625421,TUR,buffer nature stable,buffer nature stable
a33-54703521989853_36-12874040007241,TUR,buffer nature stable,buffer nature stable
a28-06102226520591_41-06424712388955,TUR,crop/built stable,crop/built stable
a39-24520810792496_41-04563105226595,TUR,buffer nature stable,buffer nature stable
a29-08196236789928_40-39901559692854,TUR,buffer nature stable,nature loss
a29-10833240016331_36-67593325550436,TUR,buffer nature stable,buffer nature stable
a35-12629261385969_41-84852724434772,TUR,buffer crop/built stable,buffer nature stable
a26-84062958105639_39-57186891732448,TUR,nature loss,cropland loss
a29-14059827685339_40-64240194410783,TUR,nature loss,nature loss
a29-13295854667157_40-41060070189448,TUR,nature loss,crop/built stable
a28-55622522584589_36-83721704637792,TUR,nature loss,crop/built stable
a35-08894406889798_41-90591725109952,TUR,buffer crop/built stable,buffer crop/built stable
a35-10041739758813_42-01201224609921,TUR,nature loss,nature stable
a27-32287424853483_36-98663615151428,TUR,crop/built stable,crop/built stable
a27-89961515750066_40-41357191267395,TUR,nature stable,crop/built stable
a35-2834260758541_36-57856529626251,TUR,nature stable,nature stable
a29-00844442549265_41-24249573258595,TUR,nature stable,nature stable
a28-65632653278753_36-77040405990925,TUR,nature stable,nature stable
a36-28894870729432_36-16344939176492,TUR,buffer nature stable,buffer crop/built stable
a34-47614677083203_37-47958734677033,TUR,buffer nature stable,buffer nature stable
a27-45934549031702_37-83888624994011,TUR,buffer nature stable,buffer nature stable
a32-07438017210922_41-56893382376284,TUR,buffer nature stable,nature loss
a40-59077712695075_40-9935922073984,TUR,buffer nature stable,buffer nature stable
a32-99359298946376_39-99193892545564,TUR,buffer nature stable,buffer nature stable
a32-2833107732648_36-4228587745336,TUR,buffer nature stable,buffer nature stable
a36-20238102929779_37-32196509415685,TUR,buffer nature stable,buffer nature stable
a36-10246358844124_37-29296834135376,TUR,buffer nature stable,buffer nature stable
a33-78433790540848_36-4396295632836,TUR,buffer nature stable,nature loss
a27-31395757099529_37-09244814927529,TUR,nature loss,nature stable
a27-32579475646918_37-07934221765023,TUR,nature loss,nature loss
a32-05527141945719_36-54714227115146,TUR,nature loss,nature stable
a26-80050976475427_38-19502274579247,TUR,nature loss,cropland loss
a30-81899677197961_37-09762786560968,TUR,nature loss,crop/built stable
a28-55748635628901_38-14369987920551,TUR,nature loss,nature stable
a37-6228530499554_40-70819774165013,TUR,nature loss,nature loss
a44-07180137957198_40-00301505566042,TUR,nature loss,cropland loss
a28-37760906297765_36-84416634441092,TUR,nature loss,nature loss
a37-13465731576605_36-73455103494427,TUR,nature loss,crop/built stable
a34-58166534885247_41-67111454474942,TUR,nature stable,nature stable
a37-49053125020063_40-25077046460013,TUR,nature stable,nature stable
a27-73779021517447_39-35392782898046,TUR,nature stable,nature stable
a36-2376779886936_40-70773487568499,TUR,nature stable,nature stable
a42-23201553399626_38-1984512463849,TUR,nature stable,nature stable
a34-23301524185284_36-6642486580306,TUR,nature stable,nature stable
a34-52906036781367_41-94825555189186,TUR,nature stable,nature stable
a30-0498389695486_36-36322942628017,TUR,nature stable,nature stable
a32-39806616376082_37-9041891283334,TUR,buffer nature stable,buffer nature stable
a32-02798744895419_37-81892706847124,TUR,buffer nature stable,buffer crop/built stable
a27-34291514217158_41-35345430573887,TUR,buffer nature stable,buffer crop/built stable
a27-11737746051088_38-18054382981132,TUR,buffer nature stable,buffer nature stable
a27-84306038487032_41-12375689968875,TUR,buffer nature stable,buffer nature stable
a37-7619592415244_40-04054831587478,TUR,buffer nature stable,buffer nature stable
a32-27976055228804_36-70927181051256,TUR,buffer nature stable,cropland loss
a34-38695304143469_38-01021930993804,TUR,buffer nature stable,buffer crop/built stable
a43-8366414232765_38-36532144492459,TUR,buffer nature stable,buffer nature stable
a41-6540439789091_38-54236022963327,TUR,buffer nature stable,nature loss
a30-16163376829259_40-51343552242613,TUR,buffer nature stable,buffer nature stable
a30-56751140488048_37-01157332526785,TUR,cropland loss,crop/built stable
a26-72475452693994_41-93531051009824,TUR,nature loss,cropland loss
a42-76336457776017_41-3544397519145,TUR,nature loss,nature stable
a29-35448383017745_38-66055615480249,TUR,nature loss,nature stable
a40-26075942165268_38-95118446350615,TUR,nature loss,nature loss
a26-77984208700413_39-36623440188672,TUR,nature loss,crop/built stable
a40-26751883444071_37-33915826485716,TUR,nature loss,crop/built stable
a38-90142102482327_37-3691977372096,TUR,nature loss,cropland loss
a39-12270485807818_38-92483571768939,TUR,nature loss,nature stable
a27-16148014614097_38-7718351903166,TUR,nature stable,nature stable
a40-84408392923095_40-7086376346628,TUR,nature stable,nature stable
a29-93094777360186_41-05000989746324,TUR,nature stable,crop/built stable
a43-87541459324948_38-955703558142,TUR,nature stable,nature stable
a33-76672823887074_40-05524145490235,TUR,nature stable,nature stable
a33-59787501117567_40-22463723404159,TUR,nature stable,nature stable
a34-0049526427071_38-83958558899478,TUR,nature stable,crop/built stable
a40-64779648524827_39-45966185828847,TUR,nature stable,nature stable
a40-76999349667836_38-36573596050917,TUR,nature stable,nature stable
a43-06734590168987_40-89877764431996,TUR,nature stable,nature stable
a31-04880800191166_39-10011338258262,TUR,nature stable,nature stable
a30-21343688120104_39-30307444812228,TUR,nature stable,nature stable
a27-75175564973219_37-08332599757984,TUR,buffer nature stable,buffer nature stable
a31-729440407_40-71097360817104,TUR,buffer crop/built stable,buffer nature stable
a26-54124938777436_39-57745656338715,TUR,buffer nature stable,buffer crop/built stable
a42-34338302293589_37-31204859614229,TUR,buffer crop/built stable,buffer crop/built stable
a37-01269819214476_41-10821088335255,TUR,buffer nature stable,buffer nature stable
a32-30782116504394_39-92229467715726,TUR,buffer nature stable,nature loss
a32-2885777876282_36-55538558409466,TUR,buffer nature stable,buffer crop/built stable
a35-87758509947978_39-68328588716161,TUR,nature stable,nature stable
a31-0932486789114_36-90588781590042,TUR,buffer nature stable,buffer nature stable
a33-7477730938065_41-9312756181589,TUR,nature loss,nature stable
a27-33130853951091_41-67342588278385,TUR,nature loss,nature loss
a34-96581526436782_37-61837420159628,TUR,nature loss,nature stable
a27-04887003328477_38-21296825592445,TUR,cropland loss,crop/built stable
a35-00726189886057_40-50662812969154,TUR,cropland loss,nature loss
a38-13393656458838_38-62796083536666,TUR,buffer crop/built stable,buffer crop/built stable
a34-70682876137198_40-7314012627497,TUR,cropland loss,crop/built stable
a37-29189754797434_37-09438560950766,TUR,nature loss,nature loss
a43-89841837568909_38-65044642526995,TUR,buffer nature stable,buffer crop/built stable
a32-45554311796665_39-80722098696201,TUR,nature loss,nature loss
a33-03659447608309_40-18153141588508,TUR,cropland loss,cropland loss
a30-65762206856974_38-80090464027149,TUR,nature loss,cropland loss
a31-72260680536208_39-54658296302626,TUR,nature loss,crop/built stable
a32-45785394060259_36-77676627895818,TUR,nature loss,nature loss
a39-28605056846286_40-14634019351799,TUR,cropland loss,nature loss
